CHR,BIN_START,BIN_END,midBP,n_all,n_PC1,r_PC1,n_PC2,r_PC2,n_PC3,r_PC3,r_PC1_scaled,r_PC2_scaled,r_PC3_scaled
chr1R,302000000,303000000,302500000,2,0,0,0,0,0,0,0,0,0
chr1R,308000000,309000000,308500000,1,0,0,0,0,0,0,0,0,0
chr1R,316000000,317000000,316500000,2,0,0,0,0,0,0,0,0,0
chr1R,322000000,323000000,322500000,3,0,0,0,0,0,0,0,0,0
chr1R,326000000,327000000,326500000,1,0,0,0,0,0,0,0,0,0
chr1R,332000000,333000000,332500000,1,0,0,0,0,0,0,0,0,0
chr1R,365000000,366000000,365500000,2,0,0,0,0,0,0,0,0,0
chr1R,372000000,373000000,372500000,4,0,0,0,0,0,0,0,0,0
chr1R,373000000,374000000,373500000,1,0,0,0,0,0,0,0,0,0
chr1R,374000000,375000000,374500000,4,0,0,0,0,0,0,0,0,0
chr1R,375000000,376000000,375500000,6,0,0,0,0,0,0,0,0,0
chr1R,378000000,379000000,378500000,5,0,0,0,0,0,0,0,0,0
chr1R,380000000,381000000,380500000,2,0,0,0,0,0,0,0,0,0
chr1R,381000000,382000000,381500000,1,0,0,0,0,0,0,0,0,0
chr1R,382000000,383000000,382500000,1,0,0,0,0,0,0,0,0,0
chr1R,385000000,386000000,385500000,1,0,0,0,0,0,0,0,0,0
chr1R,387000000,388000000,387500000,2,0,0,0,0,0,0,0,0,0
chr1R,388000000,389000000,388500000,6,0,0,0,0,1,0.16666666666666666,0,0,0.01818181818181818
chr1R,391000000,392000000,391500000,3,0,0,0,0,0,0,0,0,0
chr1R,394000000,395000000,394500000,4,0,0,0,0,0,0,0,0,0
chr1R,402000000,403000000,402500000,7,0,0,0,0,0,0,0,0,0
chr1R,404000000,405000000,404500000,1,0,0,0,0,0,0,0,0,0
chr1R,405000000,406000000,405500000,6,0,0,0,0,0,0,0,0,0
chr1R,406000000,407000000,406500000,10,0,0,0,0,0,0,0,0,0
chr1R,407000000,408000000,407500000,3,0,0,0,0,0,0,0,0,0
chr1R,408000000,409000000,408500000,10,0,0,0,0,0,0,0,0,0
chr1R,409000000,410000000,409500000,12,0,0,0,0,0,0,0,0,0
chr1R,410000000,411000000,410500000,2,0,0,0,0,0,0,0,0,0
chr1R,412000000,413000000,412500000,2,0,0,0,0,0,0,0,0,0
chr1R,413000000,414000000,413500000,15,0,0,0,0,0,0,0,0,0
chr1R,414000000,415000000,414500000,3,0,0,0,0,0,0,0,0,0
chr1R,416000000,417000000,416500000,2,0,0,0,0,0,0,0,0,0
chr1R,417000000,418000000,417500000,3,0,0,0,0,0,0,0,0,0
chr1R,418000000,419000000,418500000,2,0,0,0,0,0,0,0,0,0
chr1R,422000000,423000000,422500000,11,0,0,0,0,0,0,0,0,0
chr1R,424000000,425000000,424500000,2,0,0,0,0,0,0,0,0,0
chr1R,427000000,428000000,427500000,12,0,0,0,0,0,0,0,0,0
chr1R,428000000,429000000,428500000,3,0,0,0,0,0,0,0,0,0
chr1R,434000000,435000000,434500000,1,0,0,0,0,0,0,0,0,0
chr1R,438000000,439000000,438500000,4,0,0,0,0,0,0,0,0,0
chr1R,439000000,440000000,439500000,2,0,0,0,0,0,0,0,0,0
chr1R,440000000,441000000,440500000,1,0,0,0,0,0,0,0,0,0
chr1R,441000000,442000000,441500000,2,0,0,0,0,0,0,0,0,0
chr1R,444000000,445000000,444500000,1,0,0,0,0,0,0,0,0,0
chr1R,446000000,447000000,446500000,1,0,0,0,0,0,0,0,0,0
chr1R,447000000,448000000,447500000,4,0,0,0,0,0,0,0,0,0
chr1R,449000000,450000000,449500000,6,0,0,0,0,0,0,0,0,0
chr1R,450000000,451000000,450500000,10,0,0,0,0,0,0,0,0,0
chr1R,451000000,452000000,451500000,7,0,0,0,0,0,0,0,0,0
chr1R,452000000,453000000,452500000,4,0,0,0,0,0,0,0,0,0
chr1R,454000000,455000000,454500000,2,0,0,0,0,0,0,0,0,0
chr1R,455000000,456000000,455500000,1,0,0,0,0,0,0,0,0,0
chr1R,458000000,459000000,458500000,1,0,0,0,0,0,0,0,0,0
chr1R,460000000,461000000,460500000,6,1,0.16666666666666666,0,0,0,0,0.01818181818181818,0,0
chr1R,461000000,462000000,461500000,3,0,0,0,0,0,0,0,0,0
chr1R,463000000,464000000,463500000,4,1,0.25,1,0.25,0,0,0.01818181818181818,0.01818181818181818,0
chr1R,464000000,465000000,464500000,9,0,0,0,0,0,0,0,0,0
chr1R,465000000,466000000,465500000,2,0,0,0,0,0,0,0,0,0
chr1R,466000000,467000000,466500000,1,0,0,0,0,0,0,0,0,0
chr1R,469000000,470000000,469500000,9,0,0,0,0,0,0,0,0,0
chr1R,471000000,472000000,471500000,3,0,0,0,0,0,0,0,0,0
chr1R,474000000,475000000,474500000,11,0,0,0,0,0,0,0,0,0
chr1R,476000000,477000000,476500000,7,0,0,0,0,0,0,0,0,0
chr1R,477000000,478000000,477500000,5,0,0,0,0,0,0,0,0,0
chr1R,481000000,482000000,481500000,1,0,0,0,0,0,0,0,0,0
chr1R,491000000,492000000,491500000,1,0,0,0,0,0,0,0,0,0
chr1R,495000000,496000000,495500000,1,0,0,0,0,0,0,0,0,0
chr1R,496000000,497000000,496500000,6,0,0,0,0,0,0,0,0,0
chr1R,497000000,498000000,497500000,6,0,0,0,0,0,0,0,0,0
chr1R,499000000,500000000,499500000,8,0,0,0,0,0,0,0,0,0
chr1R,500000000,501000000,500500000,1,0,0,0,0,0,0,0,0,0
chr1R,501000000,502000000,501500000,3,0,0,0,0,0,0,0,0,0
chr1R,502000000,503000000,502500000,2,0,0,0,0,0,0,0,0,0
chr1R,507000000,508000000,507500000,3,0,0,0,0,0,0,0,0,0
chr1R,508000000,509000000,508500000,4,0,0,0,0,0,0,0,0,0
chr1R,509000000,510000000,509500000,1,0,0,0,0,0,0,0,0,0
chr1R,510000000,511000000,510500000,4,0,0,0,0,0,0,0,0,0
chr1R,511000000,512000000,511500000,1,0,0,0,0,0,0,0,0,0
chr1R,512000000,513000000,512500000,7,0,0,0,0,0,0,0,0,0
chr1R,516000000,517000000,516500000,8,0,0,0,0,0,0,0,0,0
chr1R,517000000,518000000,517500000,1,0,0,0,0,0,0,0,0,0
chr1R,519000000,520000000,519500000,1,0,0,0,0,0,0,0,0,0
chr1R,520000000,521000000,520500000,2,0,0,0,0,0,0,0,0,0
chr1R,521000000,522000000,521500000,6,0,0,0,0,0,0,0,0,0
chr1R,522000000,523000000,522500000,6,1,0.16666666666666666,0,0,0,0,0.01818181818181818,0,0
chr1R,530000000,531000000,530500000,5,0,0,0,0,0,0,0,0,0
chr1R,531000000,532000000,531500000,1,0,0,0,0,0,0,0,0,0
chr1R,535000000,536000000,535500000,3,0,0,0,0,0,0,0,0,0
chr1R,537000000,538000000,537500000,2,0,0,0,0,0,0,0,0,0
chr1R,539000000,540000000,539500000,4,0,0,0,0,0,0,0,0,0
chr1R,542000000,543000000,542500000,8,0,0,0,0,0,0,0,0,0
chr1R,543000000,544000000,543500000,1,0,0,0,0,0,0,0,0,0
chr1R,546000000,547000000,546500000,2,0,0,0,0,0,0,0,0,0
chr1R,547000000,548000000,547500000,7,0,0,0,0,0,0,0,0,0
chr1R,551000000,552000000,551500000,9,2,0.2222222222222222,0,0,1,0.1111111111111111,0.03636363636363636,0,0.01818181818181818
chr1R,553000000,554000000,553500000,5,0,0,0,0,0,0,0,0,0
chr1R,554000000,555000000,554500000,2,0,0,0,0,0,0,0,0,0
chr1R,555000000,556000000,555500000,1,0,0,0,0,0,0,0,0,0
chr1R,556000000,557000000,556500000,7,0,0,0,0,0,0,0,0,0
chr1R,557000000,558000000,557500000,5,0,0,0,0,0,0,0,0,0
chr1R,558000000,559000000,558500000,2,0,0,0,0,0,0,0,0,0
chr1R,559000000,560000000,559500000,4,0,0,0,0,0,0,0,0,0
chr1R,561000000,562000000,561500000,1,0,0,0,0,0,0,0,0,0
chr1R,562000000,563000000,562500000,8,0,0,0,0,0,0,0,0,0
chr1R,565000000,566000000,565500000,5,0,0,0,0,0,0,0,0,0
chr1R,567000000,568000000,567500000,1,0,0,0,0,0,0,0,0,0
chr1R,568000000,569000000,568500000,14,0,0,0,0,0,0,0,0,0
chr1R,570000000,571000000,570500000,3,0,0,0,0,0,0,0,0,0
chr1R,573000000,574000000,573500000,12,0,0,0,0,0,0,0,0,0
chr1R,574000000,575000000,574500000,3,0,0,0,0,0,0,0,0,0
chr1R,575000000,576000000,575500000,2,0,0,0,0,0,0,0,0,0
chr1R,577000000,578000000,577500000,2,0,0,0,0,0,0,0,0,0
chr1R,579000000,580000000,579500000,2,0,0,0,0,0,0,0,0,0
chr1R,580000000,581000000,580500000,6,0,0,0,0,0,0,0,0,0
chr1R,582000000,583000000,582500000,11,0,0,0,0,0,0,0,0,0
chr1R,583000000,584000000,583500000,6,0,0,0,0,0,0,0,0,0
chr1R,584000000,585000000,584500000,5,0,0,0,0,0,0,0,0,0
chr1R,587000000,588000000,587500000,5,0,0,0,0,0,0,0,0,0
chr1R,588000000,589000000,588500000,5,0,0,0,0,0,0,0,0,0
chr1R,589000000,590000000,589500000,1,0,0,0,0,0,0,0,0,0
chr1R,591000000,592000000,591500000,1,0,0,0,0,0,0,0,0,0
chr1R,592000000,593000000,592500000,1,0,0,0,0,0,0,0,0,0
chr1R,595000000,596000000,595500000,1,0,0,0,0,0,0,0,0,0
chr1R,596000000,597000000,596500000,9,0,0,2,0.2222222222222222,0,0,0,0.03636363636363636,0
chr1R,598000000,599000000,598500000,7,0,0,0,0,0,0,0,0,0
chr1R,599000000,600000000,599500000,5,0,0,0,0,0,0,0,0,0
chr1R,601000000,602000000,601500000,1,0,0,0,0,0,0,0,0,0
chr1R,602000000,603000000,602500000,1,0,0,0,0,0,0,0,0,0
chr1R,603000000,604000000,603500000,2,0,0,0,0,0,0,0,0,0
chr1R,604000000,605000000,604500000,3,0,0,0,0,0,0,0,0,0
chr1R,606000000,607000000,606500000,8,0,0,0,0,0,0,0,0,0
chr1R,607000000,608000000,607500000,3,0,0,0,0,0,0,0,0,0
chr1R,609000000,610000000,609500000,2,0,0,0,0,0,0,0,0,0
chr1R,610000000,611000000,610500000,9,1,0.1111111111111111,0,0,0,0,0.01818181818181818,0,0
chr1R,611000000,612000000,611500000,8,0,0,0,0,0,0,0,0,0
chr1R,613000000,614000000,613500000,18,0,0,2,0.1111111111111111,0,0,0,0.03636363636363636,0
chr1R,614000000,615000000,614500000,4,0,0,0,0,0,0,0,0,0
chr1R,616000000,617000000,616500000,11,0,0,0,0,0,0,0,0,0
chr1R,618000000,619000000,618500000,2,0,0,0,0,0,0,0,0,0
chr1R,619000000,620000000,619500000,2,0,0,0,0,0,0,0,0,0
chr1R,621000000,622000000,621500000,13,0,0,0,0,0,0,0,0,0
chr1R,623000000,624000000,623500000,3,0,0,0,0,0,0,0,0,0
chr1R,624000000,625000000,624500000,11,0,0,0,0,0,0,0,0,0
chr1R,625000000,626000000,625500000,2,0,0,0,0,0,0,0,0,0
chr1R,626000000,627000000,626500000,12,0,0,0,0,0,0,0,0,0
chr1R,627000000,628000000,627500000,1,0,0,0,0,0,0,0,0,0
chr1R,630000000,631000000,630500000,9,0,0,0,0,1,0.1111111111111111,0,0,0.01818181818181818
chr1R,631000000,632000000,631500000,3,0,0,0,0,0,0,0,0,0
chr1R,633000000,634000000,633500000,9,0,0,0,0,0,0,0,0,0
chr1R,634000000,635000000,634500000,4,0,0,0,0,0,0,0,0,0
chr1R,635000000,636000000,635500000,2,0,0,0,0,0,0,0,0,0
chr1R,636000000,637000000,636500000,6,0,0,0,0,0,0,0,0,0
chr1R,637000000,638000000,637500000,2,0,0,0,0,0,0,0,0,0
chr1R,638000000,639000000,638500000,5,0,0,0,0,0,0,0,0,0
chr1R,639000000,640000000,639500000,4,0,0,0,0,0,0,0,0,0
chr1R,642000000,643000000,642500000,1,0,0,0,0,0,0,0,0,0
chr1R,643000000,644000000,643500000,2,0,0,0,0,0,0,0,0,0
chr1R,645000000,646000000,645500000,4,0,0,0,0,0,0,0,0,0
chr1R,646000000,647000000,646500000,10,0,0,0,0,0,0,0,0,0
chr1R,647000000,648000000,647500000,3,0,0,0,0,0,0,0,0,0
chr1R,648000000,649000000,648500000,3,0,0,0,0,0,0,0,0,0
chr1R,649000000,650000000,649500000,21,0,0,0,0,0,0,0,0,0
chr1R,650000000,651000000,650500000,14,0,0,0,0,0,0,0,0,0
chr1R,653000000,654000000,653500000,4,0,0,0,0,0,0,0,0,0
chr1R,655000000,656000000,655500000,1,0,0,0,0,0,0,0,0,0
chr1R,656000000,657000000,656500000,2,0,0,0,0,0,0,0,0,0
chr1R,657000000,658000000,657500000,6,0,0,0,0,0,0,0,0,0
chr1R,658000000,659000000,658500000,2,0,0,0,0,0,0,0,0,0
chr1R,660000000,661000000,660500000,2,0,0,0,0,0,0,0,0,0
chr1R,664000000,665000000,664500000,4,0,0,0,0,0,0,0,0,0
chr1R,669000000,670000000,669500000,4,0,0,0,0,0,0,0,0,0
chr1R,670000000,671000000,670500000,7,0,0,0,0,0,0,0,0,0
chr1R,672000000,673000000,672500000,2,0,0,0,0,0,0,0,0,0
chr1R,674000000,675000000,674500000,12,0,0,0,0,0,0,0,0,0
chr1R,676000000,677000000,676500000,7,0,0,0,0,0,0,0,0,0
chr1R,678000000,679000000,678500000,6,0,0,1,0.16666666666666666,0,0,0,0.01818181818181818,0
chr1R,679000000,680000000,679500000,4,0,0,0,0,0,0,0,0,0
chr1R,680000000,681000000,680500000,2,0,0,0,0,0,0,0,0,0
chr1R,683000000,684000000,683500000,3,0,0,0,0,1,0.3333333333333333,0,0,0.01818181818181818
chr1R,684000000,685000000,684500000,11,0,0,0,0,0,0,0,0,0
chr1R,685000000,686000000,685500000,3,0,0,0,0,1,0.3333333333333333,0,0,0.01818181818181818
chr1R,686000000,687000000,686500000,3,0,0,0,0,0,0,0,0,0
chr1R,687000000,688000000,687500000,3,0,0,0,0,0,0,0,0,0
chr1R,688000000,689000000,688500000,19,0,0,1,0.05263157894736842,0,0,0,0.01818181818181818,0
chr1R,689000000,690000000,689500000,1,0,0,0,0,0,0,0,0,0
chr1R,692000000,693000000,692500000,12,0,0,0,0,0,0,0,0,0
chr1R,693000000,694000000,693500000,3,1,0.3333333333333333,1,0.3333333333333333,0,0,0.01818181818181818,0.01818181818181818,0
chr1R,694000000,695000000,694500000,27,0,0,0,0,0,0,0,0,0
chr1R,696000000,697000000,696500000,25,0,0,0,0,0,0,0,0,0
chr1R,697000000,698000000,697500000,13,0,0,0,0,0,0,0,0,0
chr1R,699000000,700000000,699500000,1,0,0,0,0,0,0,0,0,0
chr1R,700000000,701000000,700500000,7,0,0,0,0,0,0,0,0,0
chr1R,705000000,706000000,705500000,14,0,0,0,0,0,0,0,0,0
chr1R,706000000,707000000,706500000,4,0,0,0,0,0,0,0,0,0
chr1R,707000000,708000000,707500000,21,1,0.047619047619047616,0,0,0,0,0.01818181818181818,0,0
chr1R,708000000,709000000,708500000,1,0,0,0,0,0,0,0,0,0
chr1R,709000000,710000000,709500000,2,0,0,0,0,0,0,0,0,0
chr1R,711000000,712000000,711500000,2,0,0,0,0,0,0,0,0,0
chr1R,712000000,713000000,712500000,14,0,0,0,0,0,0,0,0,0
chr1R,713000000,714000000,713500000,1,0,0,0,0,0,0,0,0,0
chr1R,715000000,716000000,715500000,3,0,0,0,0,0,0,0,0,0
chr1R,717000000,718000000,717500000,10,0,0,0,0,0,0,0,0,0
chr1R,718000000,719000000,718500000,10,0,0,0,0,0,0,0,0,0
chr1R,719000000,720000000,719500000,1,0,0,0,0,0,0,0,0,0
chr1R,722000000,723000000,722500000,4,0,0,0,0,0,0,0,0,0
chr1R,723000000,724000000,723500000,18,0,0,0,0,0,0,0,0,0
chr1R,724000000,725000000,724500000,7,0,0,0,0,0,0,0,0,0
chr1R,725000000,726000000,725500000,4,0,0,0,0,0,0,0,0,0
chr1R,726000000,727000000,726500000,5,1,0.2,0,0,1,0.2,0.01818181818181818,0,0.01818181818181818
chr1R,727000000,728000000,727500000,1,0,0,0,0,0,0,0,0,0
chr2R,0,1000000,500000,1,0,0,0,0,0,0,0,0,0
chr2R,1000000,2000000,1500000,5,0,0,0,0,0,0,0,0,0
chr2R,2000000,3000000,2500000,9,1,0.1111111111111111,0,0,0,0,0.01818181818181818,0,0
chr2R,3000000,4000000,3500000,5,0,0,0,0,0,0,0,0,0
chr2R,4000000,5000000,4500000,6,0,0,0,0,0,0,0,0,0
chr2R,5000000,6000000,5500000,11,2,0.18181818181818182,3,0.2727272727272727,0,0,0.03636363636363636,0.05454545454545454,0
chr2R,9000000,10000000,9500000,22,0,0,0,0,0,0,0,0,0
chr2R,14000000,15000000,14500000,10,0,0,0,0,0,0,0,0,0
chr2R,15000000,16000000,15500000,7,0,0,0,0,0,0,0,0,0
chr2R,16000000,17000000,16500000,9,0,0,0,0,0,0,0,0,0
chr2R,18000000,19000000,18500000,9,0,0,0,0,0,0,0,0,0
chr2R,19000000,20000000,19500000,28,0,0,0,0,0,0,0,0,0
chr2R,22000000,23000000,22500000,2,0,0,0,0,0,0,0,0,0
chr2R,23000000,24000000,23500000,6,0,0,0,0,0,0,0,0,0
chr2R,24000000,25000000,24500000,6,0,0,0,0,0,0,0,0,0
chr2R,25000000,26000000,25500000,1,0,0,0,0,0,0,0,0,0
chr2R,26000000,27000000,26500000,3,0,0,0,0,0,0,0,0,0
chr2R,27000000,28000000,27500000,7,0,0,0,0,0,0,0,0,0
chr2R,29000000,30000000,29500000,8,0,0,1,0.125,0,0,0,0.01818181818181818,0
chr2R,30000000,31000000,30500000,17,0,0,0,0,0,0,0,0,0
chr2R,31000000,32000000,31500000,11,0,0,0,0,0,0,0,0,0
chr2R,32000000,33000000,32500000,8,0,0,0,0,0,0,0,0,0
chr2R,33000000,34000000,33500000,3,0,0,0,0,0,0,0,0,0
chr2R,35000000,36000000,35500000,4,0,0,0,0,0,0,0,0,0
chr2R,37000000,38000000,37500000,1,0,0,0,0,0,0,0,0,0
chr2R,39000000,40000000,39500000,12,0,0,0,0,0,0,0,0,0
chr2R,40000000,41000000,40500000,1,0,0,0,0,0,0,0,0,0
chr2R,41000000,42000000,41500000,3,0,0,0,0,0,0,0,0,0
chr2R,42000000,43000000,42500000,3,0,0,0,0,0,0,0,0,0
chr2R,43000000,44000000,43500000,2,0,0,0,0,0,0,0,0,0
chr2R,44000000,45000000,44500000,9,1,0.1111111111111111,1,0.1111111111111111,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,45000000,46000000,45500000,7,0,0,0,0,0,0,0,0,0
chr2R,48000000,49000000,48500000,6,1,0.16666666666666666,0,0,0,0,0.01818181818181818,0,0
chr2R,50000000,51000000,50500000,5,0,0,0,0,0,0,0,0,0
chr2R,55000000,56000000,55500000,11,0,0,1,0.09090909090909091,0,0,0,0.01818181818181818,0
chr2R,61000000,62000000,61500000,1,0,0,0,0,0,0,0,0,0
chr2R,63000000,64000000,63500000,19,0,0,0,0,0,0,0,0,0
chr2R,64000000,65000000,64500000,9,0,0,0,0,0,0,0,0,0
chr2R,67000000,68000000,67500000,1,0,0,0,0,0,0,0,0,0
chr2R,68000000,69000000,68500000,9,0,0,0,0,0,0,0,0,0
chr2R,69000000,70000000,69500000,5,0,0,0,0,0,0,0,0,0
chr2R,71000000,72000000,71500000,1,0,0,0,0,0,0,0,0,0
chr2R,72000000,73000000,72500000,5,0,0,0,0,0,0,0,0,0
chr2R,73000000,74000000,73500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,74000000,75000000,74500000,6,0,0,0,0,0,0,0,0,0
chr2R,75000000,76000000,75500000,8,1,0.125,1,0.125,0,0,0.01818181818181818,0.01818181818181818,0
chr2R,76000000,77000000,76500000,4,0,0,0,0,0,0,0,0,0
chr2R,79000000,80000000,79500000,19,0,0,0,0,0,0,0,0,0
chr2R,81000000,82000000,81500000,1,0,0,0,0,0,0,0,0,0
chr2R,85000000,86000000,85500000,1,0,0,0,0,0,0,0,0,0
chr2R,89000000,90000000,89500000,3,0,0,0,0,0,0,0,0,0
chr2R,90000000,91000000,90500000,3,1,0.3333333333333333,0,0,0,0,0.01818181818181818,0,0
chr2R,92000000,93000000,92500000,7,0,0,0,0,0,0,0,0,0
chr2R,93000000,94000000,93500000,2,0,0,0,0,0,0,0,0,0
chr2R,94000000,95000000,94500000,6,0,0,0,0,0,0,0,0,0
chr2R,97000000,98000000,97500000,5,0,0,0,0,0,0,0,0,0
chr2R,98000000,99000000,98500000,4,0,0,0,0,0,0,0,0,0
chr2R,100000000,101000000,100500000,1,0,0,0,0,0,0,0,0,0
chr2R,101000000,102000000,101500000,2,0,0,0,0,0,0,0,0,0
chr2R,104000000,105000000,104500000,6,0,0,0,0,0,0,0,0,0
chr2R,105000000,106000000,105500000,1,0,0,0,0,0,0,0,0,0
chr2R,106000000,107000000,106500000,3,0,0,0,0,0,0,0,0,0
chr2R,110000000,111000000,110500000,3,0,0,0,0,0,0,0,0,0
chr2R,111000000,112000000,111500000,2,0,0,0,0,0,0,0,0,0
chr2R,113000000,114000000,113500000,8,0,0,0,0,0,0,0,0,0
chr2R,114000000,115000000,114500000,6,0,0,0,0,0,0,0,0,0
